Usa Beverage Retailer  Dataset,,,,,,,,,,,
,,,,,,,,,,,
Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
FizzyCo,1197831,4/22/2023,South,Tennessee,Knoxville,Diet Coke,$0.55 ,"7,750","$4,263 ","$1,918 ",45%
FizzyCo,1197831,4/23/2023,South,Tennessee,Knoxville,Sprite,$0.50 ,"9,500","$4,750 ","$2,138 ",45%
FizzyCo,1197831,4/24/2023,South,Tennessee,Knoxville,Fanta,$0.45 ,"4,750","$2,138 ","$1,176 ",55%
FizzyCo,1197831,4/25/2023,South,Tennessee,Knoxville,Powerade,$0.50 ,"4,750","$2,375 ",$950 ,40%
FizzyCo,1197831,4/26/2023,South,Tennessee,Knoxville,Dasani Water,$0.55 ,"7,250","$3,988 ","$2,393 ",60%
FizzyCo,1197831,4/27/2023,South,Tennessee,Knoxville,Coca-Cola,$0.50 ,"6,750","$3,375 ","$1,519 ",45%
FizzyCo,1197831,4/28/2023,South,Tennessee,Knoxville,Diet Coke,$0.50 ,"6,250","$3,125 ","$1,406 ",45%
FizzyCo,1197831,4/29/2023,South,Tennessee,Knoxville,Sprite,$0.55 ,"6,750","$3,713 ","$1,671 ",45%
FizzyCo,1197831,4/30/2023,South,Tennessee,Knoxville,Fanta,$0.55 ,"4,000","$2,200 ","$1,210 ",55%
FizzyCo,1197831,5/1/2023,South,Tennessee,Knoxville,Powerade,$0.50 ,"4,000","$2,000 ",$800 ,40%
FizzyCo,1197831,5/2/2023,South,Tennessee,Knoxville,Dasani Water,$0.45 ,"6,250","$2,813 ","$1,688 ",60%
FizzyCo,1197831,5/3/2023,South,Tennessee,Knoxville,Coca-Cola,$0.35 ,"5,750","$2,013 ",$906 ,45%
FizzyCo,1197831,5/4/2023,South,Tennessee,Knoxville,Diet Coke,$0.35 ,"5,750","$2,013 ",$906 ,45%
FizzyCo,1197831,5/5/2023,South,Tennessee,Knoxville,Sprite,$0.40 ,"5,250","$2,100 ",$945 ,45%
FizzyCo,1197831,5/6/2023,South,Tennessee,Knoxville,Fanta,$0.40 ,"3,750","$1,500 ",$825 ,55%
FizzyCo,1197831,5/7/2023,South,Tennessee,Knoxville,Powerade,$0.35 ,"3,500","$1,225 ",$490 ,40%
FizzyCo,1197831,5/8/2023,South,Tennessee,Knoxville,Dasani Water,$0.45 ,"5,250","$2,363 ","$1,418 ",60%
FizzyCo,1197831,5/9/2023,South,Tennessee,Knoxville,Coca-Cola,$0.30 ,"6,750","$2,025 ",$911 ,45%
FizzyCo,1197831,5/10/2023,South,Tennessee,Knoxville,Diet Coke,$0.30 ,"6,750","$2,025 ",$911 ,45%
FizzyCo,1197831,5/11/2023,South,Tennessee,Knoxville,Sprite,$0.55 ,"6,000","$3,300 ","$1,485 ",45%
FizzyCo,1197831,5/12/2023,South,Tennessee,Knoxville,Fanta,$0.55 ,"4,750","$2,613 ","$1,437 ",55%
FizzyCo,1197831,5/13/2023,South,Tennessee,Knoxville,Powerade,$0.55 ,"4,500","$2,475 ",$990 ,40%
FizzyCo,1197831,5/14/2023,South,Tennessee,Knoxville,Dasani Water,$0.65 ,"6,500","$4,225 ","$2,535 ",60%
FizzyCo,1197831,5/15/2023,South,Tennessee,Knoxville,Coca-Cola,$0.55 ,"8,000","$4,400 ","$1,980 ",45%
FizzyCo,1197831,5/16/2023,South,Tennessee,Knoxville,Diet Coke,$0.55 ,"8,000","$4,400 ","$1,980 ",45%
FizzyCo,1197831,5/17/2023,South,Tennessee,Knoxville,Sprite,$0.60 ,"7,000","$4,200 ","$1,890 ",45%
FizzyCo,1197831,5/18/2023,South,Tennessee,Knoxville,Fanta,$0.60 ,"5,500","$3,300 ","$1,815 ",55%
FizzyCo,1197831,5/19/2023,South,Tennessee,Knoxville,Powerade,$0.55 ,"5,000","$2,750 ","$1,100 ",40%
FizzyCo,1197831,5/20/2023,South,Tennessee,Knoxville,Dasani Water,$0.65 ,"7,500","$4,875 ","$2,925 ",60%
BevCo,1185732,5/21/2023,South,Tennessee,Knoxville,Coca-Cola,$0.35 ,"4,250","$1,488 ",$595 ,40%
BevCo,1185732,5/22/2023,South,Tennessee,Knoxville,Diet Coke,$0.35 ,"2,250",$788 ,$276 ,35%
BevCo,1185732,5/23/2023,South,Tennessee,Knoxville,Sprite,$0.25 ,"2,250",$563 ,$197 ,35%
BevCo,1185732,5/24/2023,South,Tennessee,Knoxville,Fanta,$0.30 ,750,$225 ,$90 ,40%
BevCo,1185732,5/25/2023,Midwest,Nebraska,Omaha,Powerade,$0.45 ,"1,250",$563 ,$197 ,35%
BevCo,1185732,5/26/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.35 ,"2,250",$788 ,$394 ,50%
BevCo,1185732,5/27/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.35 ,"4,750","$1,663 ",$665 ,40%
BevCo,1185732,5/28/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.35 ,"1,250",$438 ,$153 ,35%
BevCo,1185732,5/29/2023,Midwest,Nebraska,Omaha,Sprite,$0.25 ,"1,750",$438 ,$153 ,35%
BevCo,1185732,5/30/2023,Midwest,Nebraska,Omaha,Fanta,$0.30 ,500,$150 ,$60 ,40%
BevCo,1185732,5/31/2023,Midwest,Nebraska,Omaha,Powerade,$0.45 ,"1,250",$563 ,$197 ,35%
BevCo,1185732,6/1/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.35 ,"2,000",$700 ,$350 ,50%
BevCo,1185732,6/2/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.40 ,"4,200","$1,680 ",$672 ,40%
BevCo,1185732,6/3/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.40 ,"1,000",$400 ,$140 ,35%
BevCo,1185732,6/4/2023,Midwest,Nebraska,Omaha,Sprite,$0.30 ,"1,500",$450 ,$158 ,35%
BevCo,1185732,6/5/2023,Midwest,Nebraska,Omaha,Fanta,$0.35 ,0,$0 ,$0 ,40%
BevCo,1185732,6/6/2023,Midwest,Nebraska,Omaha,Powerade,$0.50 ,500,$250 ,$88 ,35%
BevCo,1185732,6/7/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.40 ,"1,500",$600 ,$300 ,50%
BevCo,1185732,6/8/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.40 ,"3,750","$1,500 ",$600 ,40%
BevCo,1185732,6/9/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.35 ,750,$263 ,$92 ,35%
BevCo,1185732,6/10/2023,Midwest,Nebraska,Omaha,Sprite,$0.25 ,750,$188 ,$66 ,35%
BevCo,1185732,6/11/2023,Midwest,Nebraska,Omaha,Fanta,$0.30 ,0,$0 ,$0 ,40%
BevCo,1185732,6/12/2023,Midwest,Nebraska,Omaha,Powerade,$0.45 ,250,$113 ,$39 ,35%
BevCo,1185732,6/13/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.35 ,"1,500",$525 ,$263 ,50%
BevCo,1185732,6/14/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.45 ,"4,200","$1,890 ",$756 ,40%
BevCo,1185732,6/15/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.40 ,"1,250",$500 ,$175 ,35%
BevCo,1185732,6/16/2023,Midwest,Nebraska,Omaha,Sprite,$0.35 ,"1,000",$350 ,$123 ,35%
BevCo,1185732,6/17/2023,Midwest,Nebraska,Omaha,Fanta,$0.35 ,250,$88 ,$35 ,40%
BevCo,1185732,6/18/2023,Midwest,Nebraska,Omaha,Powerade,$0.50 ,500,$250 ,$88 ,35%
BevCo,1185732,6/19/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.55 ,"1,500",$825 ,$413 ,50%
BevCo,1185732,6/20/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.40 ,"4,000","$1,600 ",$640 ,40%
BevCo,1185732,6/21/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.35 ,"1,500",$525 ,$184 ,35%
BevCo,1185732,6/22/2023,Midwest,Nebraska,Omaha,Sprite,$0.30 ,"1,750",$525 ,$184 ,35%
BevCo,1185732,6/23/2023,Midwest,Nebraska,Omaha,Fanta,$0.30 ,"1,500",$450 ,$180 ,40%
BevCo,1185732,6/24/2023,Midwest,Nebraska,Omaha,Powerade,$0.45 ,"1,500",$675 ,$236 ,35%
BevCo,1185732,6/25/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.50 ,"3,250","$1,625 ",$813 ,50%
BevCo,1185732,6/26/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.45 ,"5,500","$2,475 ",$990 ,40%
BevCo,1185732,6/27/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.40 ,"3,000","$1,200 ",$420 ,35%
BevCo,1185732,6/28/2023,Midwest,Nebraska,Omaha,Sprite,$0.35 ,"2,250",$788 ,$276 ,35%
BevCo,1185732,6/29/2023,Midwest,Nebraska,Omaha,Fanta,$0.35 ,"1,750",$613 ,$245 ,40%
BevCo,1185732,6/30/2023,Midwest,Nebraska,Omaha,Powerade,$0.45 ,"1,750",$788 ,$276 ,35%
BevCo,1185732,7/1/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.50 ,"3,500","$1,750 ",$875 ,50%
BevCo,1185732,7/2/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.45 ,"5,000","$2,250 ",$900 ,40%
BevCo,1185732,7/3/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.45 ,"2,750","$1,238 ",$433 ,35%
BevCo,1185732,7/4/2023,Midwest,Nebraska,Omaha,Sprite,$0.40 ,"2,000",$800 ,$280 ,35%
BevCo,1185732,7/5/2023,Midwest,Nebraska,Omaha,Fanta,$0.30 ,"1,250",$375 ,$150 ,40%
BevCo,1185732,7/6/2023,Midwest,Nebraska,Omaha,Powerade,$0.40 ,"1,000",$400 ,$140 ,35%
BevCo,1185732,7/7/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.45 ,"2,750","$1,238 ",$619 ,50%
BevCo,1185732,7/8/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.40 ,"4,000","$1,600 ",$640 ,40%
BevCo,1185732,7/9/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.35 ,"2,000",$700 ,$245 ,35%
BevCo,1185732,7/10/2023,Midwest,Nebraska,Omaha,Sprite,$0.20 ,"1,000",$200 ,$70 ,35%
BevCo,1185732,7/11/2023,Midwest,Nebraska,Omaha,Fanta,$0.20 ,750,$150 ,$60 ,40%
BevCo,1185732,7/12/2023,Midwest,Nebraska,Omaha,Powerade,$0.30 ,750,$225 ,$79 ,35%
BevCo,1185732,7/13/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.35 ,"1,500",$525 ,$263 ,50%
BevCo,1185732,7/14/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.40 ,"3,250","$1,300 ",$520 ,40%
BevCo,1185732,7/15/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.30 ,"1,500",$450 ,$158 ,35%
BevCo,1185732,7/16/2023,Midwest,Nebraska,Omaha,Sprite,$0.30 ,500,$150 ,$53 ,35%
BevCo,1185732,7/17/2023,Midwest,Nebraska,Omaha,Fanta,$0.30 ,250,$75 ,$30 ,40%
BevCo,1185732,7/18/2023,Midwest,Nebraska,Omaha,Powerade,$0.40 ,250,$100 ,$35 ,35%
BevCo,1185732,7/19/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.45 ,"1,500",$675 ,$338 ,50%
BevCo,1185732,7/20/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.40 ,"3,000","$1,200 ",$480 ,40%
BevCo,1185732,7/21/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.30 ,"1,500",$450 ,$158 ,35%
BevCo,1185732,7/22/2023,Midwest,Nebraska,Omaha,Sprite,$0.30 ,950,$285 ,$100 ,35%
BevCo,1185732,7/23/2023,Midwest,Nebraska,Omaha,Fanta,$0.30 ,"1,250",$375 ,$150 ,40%
BevCo,1185732,7/24/2023,Midwest,Nebraska,Omaha,Powerade,$0.50 ,"1,000",$500 ,$175 ,35%
BevCo,1185732,7/25/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.55 ,"2,000","$1,100 ",$550 ,50%
BevCo,1185732,7/26/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.50 ,"4,500","$2,250 ",$900 ,40%
BevCo,1185732,7/27/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.40 ,"2,500","$1,000 ",$350 ,35%
BevCo,1185732,7/28/2023,Midwest,Nebraska,Omaha,Sprite,$0.40 ,"2,000",$800 ,$280 ,35%
BevCo,1185732,7/29/2023,Midwest,Nebraska,Omaha,Fanta,$0.40 ,"1,500",$600 ,$240 ,40%
BevCo,1185732,7/30/2023,Midwest,Nebraska,Omaha,Powerade,$0.50 ,"1,500",$750 ,$263 ,35%
BevCo,1185732,7/31/2023,Midwest,Nebraska,Omaha,Dasani Water,$0.55 ,"2,500","$1,375 ",$688 ,50%
FizzyCo,1197831,8/1/2023,Midwest,Nebraska,Omaha,Coca-Cola,$0.20 ,"6,750","$1,350 ",$540 ,40%
FizzyCo,1197831,8/2/2023,Midwest,Nebraska,Omaha,Diet Coke,$0.30 ,"6,750","$2,025 ",$810 ,40%
FizzyCo,1197831,8/3/2023,Midwest,Nebraska,Omaha,Sprite,$0.30 ,"4,750","$1,425 ",$570 ,40%
FizzyCo,1197831,8/4/2023,Midwest,Nebraska,Omaha,Fanta,$0.35 ,"4,750","$1,663 ",$831 ,50%
FizzyCo,1197831,8/5/2023,South,Alabama,Birmingham,Powerade,$0.40 ,"3,250","$1,300 ",$455 ,35%
FizzyCo,1197831,8/6/2023,South,Alabama,Birmingham,Dasani Water,$0.35 ,"4,750","$1,663 ",$914 ,55%
FizzyCo,1197831,8/7/2023,South,Alabama,Birmingham,Coca-Cola,$0.25 ,"6,250","$1,563 ",$625 ,40%
FizzyCo,1197831,8/8/2023,South,Alabama,Birmingham,Diet Coke,$0.35 ,"6,000","$2,100 ",$840 ,40%
FizzyCo,1197831,8/9/2023,South,Alabama,Birmingham,Sprite,$0.35 ,"4,250","$1,488 ",$595 ,40%
FizzyCo,1197831,8/10/2023,South,Alabama,Birmingham,Fanta,$0.35 ,"3,750","$1,313 ",$656 ,50%
FizzyCo,1197831,8/11/2023,South,Alabama,Birmingham,Powerade,$0.40 ,"2,500","$1,000 ",$350 ,35%
FizzyCo,1197831,8/12/2023,South,Alabama,Birmingham,Dasani Water,$0.35 ,"4,500","$1,575 ",$866 ,55%
FizzyCo,1197831,8/13/2023,South,Alabama,Birmingham,Coca-Cola,$0.30 ,"6,250","$1,875 ",$844 ,45%
FizzyCo,1197831,8/14/2023,South,Alabama,Birmingham,Diet Coke,$0.40 ,"6,250","$2,500 ","$1,125 ",45%
FizzyCo,1197831,8/15/2023,South,Alabama,Birmingham,Sprite,$0.30 ,"4,500","$1,350 ",$608 ,45%
FizzyCo,1197831,8/16/2023,South,Alabama,Birmingham,Fanta,$0.35 ,"3,500","$1,225 ",$674 ,55%
FizzyCo,1197831,8/17/2023,South,Alabama,Birmingham,Powerade,$0.40 ,"2,500","$1,000 ",$400 ,40%
FizzyCo,1197831,8/18/2023,South,Alabama,Birmingham,Dasani Water,$0.35 ,"4,000","$1,400 ",$840 ,60%
FizzyCo,1197831,8/19/2023,South,Alabama,Birmingham,Coca-Cola,$0.20 ,"6,500","$1,300 ",$585 ,45%
FizzyCo,1197831,8/20/2023,South,Alabama,Birmingham,Diet Coke,$0.20 ,"6,500","$1,300 ",$585 ,45%
FizzyCo,1197831,8/21/2023,South,Alabama,Birmingham,Sprite,$0.15 ,"4,750",$713 ,$321 ,45%
FizzyCo,1197831,8/22/2023,South,Alabama,Birmingham,Fanta,$0.20 ,"3,750",$750 ,$413 ,55%
FizzyCo,1197831,8/23/2023,South,Alabama,Birmingham,Powerade,$0.25 ,"2,750",$688 ,$275 ,40%
FizzyCo,1197831,8/24/2023,South,Alabama,Birmingham,Dasani Water,$0.20 ,"5,500","$1,100 ",$660 ,60%
FizzyCo,1197831,8/25/2023,South,Alabama,Birmingham,Coca-Cola,$0.10 ,"7,000",$700 ,$315 ,45%
FizzyCo,1197831,8/26/2023,South,Alabama,Birmingham,Diet Coke,$0.20 ,"7,250","$1,450 ",$653 ,45%
FizzyCo,1197831,8/27/2023,South,Alabama,Birmingham,Sprite,$0.15 ,"5,750",$863 ,$388 ,45%
FizzyCo,1197831,8/28/2023,South,Alabama,Birmingham,Fanta,$0.35 ,"5,000","$1,750 ",$963 ,55%
FizzyCo,1197831,8/29/2023,South,Alabama,Birmingham,Powerade,$0.50 ,"4,000","$2,000 ",$800 ,40%
FizzyCo,1197831,8/30/2023,South,Alabama,Birmingham,Dasani Water,$0.45 ,"7,500","$3,375 ","$2,025 ",60%
FizzyCo,1197831,8/31/2023,South,Alabama,Birmingham,Coca-Cola,$0.45 ,"7,500","$3,375 ","$1,519 ",45%
FizzyCo,1197831,9/1/2023,South,Alabama,Birmingham,Diet Coke,$0.50 ,"7,500","$3,750 ","$1,688 ",45%
FizzyCo,1197831,9/2/2023,South,Alabama,Birmingham,Sprite,$0.45 ,"6,500","$2,925 ","$1,316 ",45%
FizzyCo,1197831,9/3/2023,South,Alabama,Birmingham,Fanta,$0.45 ,"6,000","$2,700 ","$1,485 ",55%
FizzyCo,1197831,9/4/2023,South,Alabama,Birmingham,Powerade,$0.50 ,"5,000","$2,500 ","$1,000 ",40%
FizzyCo,1197831,9/5/2023,South,Alabama,Birmingham,Dasani Water,$0.55 ,"8,750","$4,813 ","$2,888 ",60%
FizzyCo,1197831,9/6/2023,South,Alabama,Birmingham,Coca-Cola,$0.45 ,"8,250","$3,713 ","$1,856 ",50%
FizzyCo,1197831,9/7/2023,South,Alabama,Birmingham,Diet Coke,$0.50 ,"8,250","$4,125 ","$2,063 ",50%
FizzyCo,1197831,9/8/2023,South,Alabama,Birmingham,Sprite,$0.45 ,"9,750","$4,388 ","$2,194 ",50%
FizzyCo,1197831,9/9/2023,South,Alabama,Birmingham,Fanta,$0.45 ,"5,750","$2,588 ","$1,553 ",60%
FizzyCo,1197831,9/10/2023,South,Alabama,Birmingham,Powerade,$0.50 ,"5,250","$2,625 ","$1,181 ",45%
FizzyCo,1197831,9/11/2023,South,Alabama,Birmingham,Dasani Water,$0.60 ,"8,000","$4,800 ","$3,120 ",65%
FizzyCo,1197831,9/12/2023,South,Alabama,Birmingham,Coca-Cola,$0.40 ,"7,500","$3,000 ","$1,500 ",50%
FizzyCo,1197831,9/13/2023,South,Alabama,Birmingham,Diet Coke,$0.55 ,"7,500","$4,125 ","$2,063 ",50%
FizzyCo,1197831,9/14/2023,South,Alabama,Birmingham,Sprite,$0.55 ,"9,250","$5,088 ","$2,544 ",50%
FizzyCo,1197831,9/15/2023,South,Alabama,Birmingham,Fanta,$0.50 ,"4,250","$2,125 ","$1,275 ",60%
FizzyCo,1197831,9/16/2023,South,Alabama,Birmingham,Powerade,$0.55 ,"4,250","$2,338 ","$1,052 ",45%
FizzyCo,1197831,9/17/2023,South,Alabama,Birmingham,Dasani Water,$0.60 ,"6,750","$4,050 ","$2,633 ",65%
FizzyCo,1197831,9/18/2023,South,Alabama,Birmingham,Coca-Cola,$0.55 ,"6,250","$3,438 ","$1,719 ",50%
FizzyCo,1197831,9/19/2023,South,Alabama,Birmingham,Diet Coke,$0.55 ,"5,750","$3,163 ","$1,581 ",50%
FizzyCo,1197831,9/20/2023,South,Alabama,Birmingham,Sprite,$0.60 ,"6,250","$3,750 ","$1,875 ",50%
FizzyCo,1197831,9/21/2023,South,Alabama,Birmingham,Fanta,$0.60 ,"3,500","$2,100 ","$1,260 ",60%
FizzyCo,1197831,9/22/2023,South,Alabama,Birmingham,Powerade,$0.45 ,"3,500","$1,575 ",$709 ,45%
FizzyCo,1197831,9/23/2023,South,Alabama,Birmingham,Dasani Water,$0.40 ,"5,750","$2,300 ","$1,495 ",65%
FizzyCo,1197831,9/24/2023,South,Alabama,Birmingham,Coca-Cola,$0.30 ,"5,250","$1,575 ",$788 ,50%
FizzyCo,1197831,9/25/2023,South,Alabama,Birmingham,Diet Coke,$0.30 ,"5,250","$1,575 ",$788 ,50%
FizzyCo,1197831,9/26/2023,South,Alabama,Birmingham,Sprite,$0.35 ,"4,750","$1,663 ",$831 ,50%
FizzyCo,1197831,9/27/2023,South,Alabama,Birmingham,Fanta,$0.35 ,"3,250","$1,138 ",$683 ,60%
FizzyCo,1197831,9/28/2023,South,Alabama,Birmingham,Powerade,$0.30 ,"3,000",$900 ,$405 ,45%
FizzyCo,1197831,9/29/2023,South,Alabama,Birmingham,Dasani Water,$0.40 ,"4,750","$1,900 ","$1,235 ",65%
FizzyCo,1197831,9/30/2023,South,Alabama,Birmingham,Coca-Cola,$0.20 ,"6,250","$1,250 ",$625 ,50%
FizzyCo,1197831,10/1/2023,South,Alabama,Birmingham,Diet Coke,$0.20 ,"6,250","$1,250 ",$625 ,50%
FizzyCo,1197831,10/2/2023,South,Alabama,Birmingham,Sprite,$0.45 ,"5,750","$2,588 ","$1,294 ",50%
FizzyCo,1197831,10/3/2023,South,Alabama,Birmingham,Fanta,$0.45 ,"4,500","$2,025 ","$1,215 ",60%
FizzyCo,1197831,10/4/2023,South,Alabama,Birmingham,Powerade,$0.50 ,"4,250","$2,125 ",$956 ,45%
FizzyCo,1197831,10/5/2023,South,Alabama,Birmingham,Dasani Water,$0.60 ,"6,250","$3,750 ","$2,438 ",65%
FizzyCo,1197831,10/6/2023,South,Alabama,Birmingham,Coca-Cola,$0.60 ,"7,750","$4,650 ","$2,325 ",50%
FizzyCo,1197831,10/7/2023,South,Alabama,Birmingham,Diet Coke,$0.60 ,"7,750","$4,650 ","$2,325 ",50%
FizzyCo,1197831,10/8/2023,South,Alabama,Birmingham,Sprite,$0.65 ,"7,000","$4,550 ","$2,275 ",50%
FizzyCo,1197831,10/9/2023,South,Alabama,Birmingham,Fanta,$0.65 ,"5,500","$3,575 ","$2,145 ",60%
FizzyCo,1197831,10/10/2023,South,Alabama,Birmingham,Powerade,$0.60 ,"5,000","$3,000 ","$1,350 ",45%
FizzyCo,1197831,10/11/2023,South,Alabama,Birmingham,Dasani Water,$0.70 ,"7,500","$5,250 ","$3,413 ",65%
Amazon,1185732,10/12/2023,South,Alabama,Birmingham,Coca-Cola,$0.40 ,"4,500","$1,800 ",$630 ,35%
Amazon,1185732,10/13/2023,South,Alabama,Birmingham,Diet Coke,$0.40 ,"2,500","$1,000 ",$350 ,35%
Amazon,1185732,10/14/2023,South,Alabama,Birmingham,Sprite,$0.30 ,"2,500",$750 ,$300 ,40%
Amazon,1185732,10/15/2023,South,Alabama,Birmingham,Fanta,$0.35 ,"1,000",$350 ,$105 ,30%
Amazon,1185732,10/16/2023,Northeast,Maine,Portland,Powerade,$0.50 ,"1,500",$750 ,$188 ,25%
Amazon,1185732,10/17/2023,Northeast,Maine,Portland,Dasani Water,$0.40 ,"2,500","$1,000 ",$400 ,40%
Amazon,1185732,10/18/2023,Northeast,Maine,Portland,Coca-Cola,$0.40 ,"5,000","$2,000 ",$700 ,35%
Amazon,1185732,10/19/2023,Northeast,Maine,Portland,Diet Coke,$0.40 ,"1,500",$600 ,$210 ,35%
Amazon,1185732,10/20/2023,Northeast,Maine,Portland,Sprite,$0.30 ,"2,000",$600 ,$240 ,40%
Amazon,1185732,10/21/2023,Northeast,Maine,Portland,Fanta,$0.35 ,750,$263 ,$79 ,30%
Amazon,1185732,10/22/2023,Northeast,Maine,Portland,Powerade,$0.50 ,"1,500",$750 ,$188 ,25%
Amazon,1185732,10/23/2023,Northeast,Maine,Portland,Dasani Water,$0.40 ,"2,500","$1,000 ",$400 ,40%
Amazon,1185732,10/24/2023,Northeast,Maine,Portland,Coca-Cola,$0.40 ,"4,700","$1,880 ",$658 ,35%
Amazon,1185732,10/25/2023,Northeast,Maine,Portland,Diet Coke,$0.40 ,"1,750",$700 ,$245 ,35%
Amazon,1185732,10/26/2023,Northeast,Maine,Portland,Sprite,$0.30 ,"2,000",$600 ,$240 ,40%
Amazon,1185732,10/27/2023,Northeast,Maine,Portland,Fanta,$0.35 ,500,$175 ,$53 ,30%
Amazon,1185732,10/28/2023,Northeast,Maine,Portland,Powerade,$0.50 ,"1,000",$500 ,$125 ,25%
Amazon,1185732,10/29/2023,Northeast,Maine,Portland,Dasani Water,$0.40 ,"2,000",$800 ,$320 ,40%
Amazon,1185732,10/30/2023,Northeast,Maine,Portland,Coca-Cola,$0.40 ,"4,500","$1,800 ",$630 ,35%
Amazon,1185732,10/31/2023,Northeast,Maine,Portland,Diet Coke,$0.40 ,"1,500",$600 ,$210 ,35%
Amazon,1185732,11/1/2023,Northeast,Maine,Portland,Sprite,$0.30 ,"1,500",$450 ,$180 ,40%
Amazon,1185732,11/2/2023,Northeast,Maine,Portland,Fanta,$0.35 ,750,$263 ,$79 ,30%
Amazon,1185732,11/3/2023,Northeast,Maine,Portland,Powerade,$0.50 ,750,$375 ,$94 ,25%
Amazon,1185732,11/4/2023,Northeast,Maine,Portland,Dasani Water,$0.40 ,"2,250",$900 ,$360 ,40%
Amazon,1185732,11/5/2023,Northeast,Maine,Portland,Coca-Cola,$0.55 ,"4,950","$2,723 ",$953 ,35%
Amazon,1185732,11/6/2023,Northeast,Maine,Portland,Diet Coke,$0.50 ,"2,000","$1,000 ",$350 ,35%
Amazon,1185732,11/7/2023,Northeast,Maine,Portland,Sprite,$0.45 ,"1,750",$788 ,$315 ,40%
Amazon,1185732,11/8/2023,Northeast,Maine,Portland,Fanta,$0.45 ,"1,250",$563 ,$169 ,30%
Amazon,1185732,11/9/2023,Northeast,Maine,Portland,Powerade,$0.55 ,"1,500",$825 ,$206 ,25%
Amazon,1185732,11/10/2023,Northeast,Maine,Portland,Dasani Water,$0.60 ,"2,750","$1,650 ",$660 ,40%
Amazon,1185732,11/11/2023,Northeast,Maine,Portland,Coca-Cola,$0.55 ,"5,250","$2,888 ","$1,011 ",35%
Amazon,1185732,11/12/2023,Northeast,Maine,Portland,Diet Coke,$0.50 ,"2,750","$1,375 ",$481 ,35%
Amazon,1185732,11/13/2023,Northeast,Maine,Portland,Sprite,$0.45 ,"2,000",$900 ,$360 ,40%
Amazon,1185732,11/14/2023,Northeast,Maine,Portland,Fanta,$0.45 ,"1,750",$788 ,$236 ,30%
Amazon,1185732,11/15/2023,Northeast,Maine,Portland,Powerade,$0.55 ,"1,750",$963 ,$241 ,25%
Amazon,1185732,11/16/2023,Northeast,Maine,Portland,Dasani Water,$0.60 ,"3,250","$1,950 ",$780 ,40%
Amazon,1185732,11/17/2023,Northeast,Maine,Portland,Coca-Cola,$0.55 ,"5,500","$3,025 ","$1,059 ",35%
Amazon,1185732,11/18/2023,Northeast,Maine,Portland,Diet Coke,$0.50 ,"3,000","$1,500 ",$525 ,35%
Amazon,1185732,11/19/2023,Northeast,Maine,Portland,Sprite,$0.45 ,"2,250","$1,013 ",$405 ,40%
Amazon,1185732,11/20/2023,Northeast,Maine,Portland,Fanta,$0.45 ,"1,750",$788 ,$236 ,30%
Amazon,1185732,11/21/2023,Northeast,Maine,Portland,Powerade,$0.55 ,"2,000","$1,100 ",$275 ,25%
Amazon,1185732,12/20/2023,Northeast,Maine,Portland,Dasani Water,$0.60 ,"3,750","$2,250 ",$900 ,40%
Amazon,1185732,12/21/2023,Northeast,Maine,Portland,Coca-Cola,$0.55 ,"5,250","$2,888 ","$1,011 ",35%
Amazon,1185732,12/22/2023,Northeast,Maine,Portland,Diet Coke,$0.50 ,"3,000","$1,500 ",$525 ,35%
Amazon,1185732,12/23/2023,Northeast,Maine,Portland,Sprite,$0.45 ,"2,250","$1,013 ",$405 ,40%
